assay_chembl_id,canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,pKi,activity_class,dataset_version,target_chembl_id,target_name,acquisition_date,rdkit_molecular_weight,rdkit_logp,rdkit_hbd,rdkit_hba,rdkit_tpsa,rdkit_rotatable_bonds,rdkit_num_rings,rdkit_num_aromatic_rings,rdkit_num_saturated_rings,rdkit_num_aliphatic_rings,rdkit_num_atoms,rdkit_num_heavy_atoms,rdkit_num_heteroatoms,rdkit_bertz_ct,rdkit_balaban_j,rdkit_kappa1,rdkit_kappa2,rdkit_kappa3,rdkit_max_partial_charge,rdkit_min_partial_charge,rdkit_slogp,rdkit_smr,rdkit_num_pharmacophore_features,mordred_WPath,mordred_ECIndex,mordred_Radius,mordred_Diameter,mordred_ATS8i,mordred_ATS8v,mordred_ATS7i,mordred_ATS7v,mordred_ATS6i,mordred_ATS6v,mordred_ATS5i,mordred_ATS5v,mordred_ATS4i,mordred_ATS4v,mordred_ATS3v,mordred_ATS3i,mordred_ATS2v,mordred_ATS2i,mordred_ATS1v,mordred_ATS8m,mordred_ATS7m,mordred_ATS0v,mordred_ATS6m,mordred_ATS5m,mordred_ATS4m,mordred_ATS0i,mordred_ATS3m,mordred_ATS1i,mordred_ATS2m,mordred_ATS0m,mordred_ATS1m,mordred_ATSC0m,mordred_ATS8Z,mordred_ATS7Z,mordred_ATS6Z,mordred_ATS5Z,mordred_ATSC0v,mordred_ATS4Z,mordred_ATS3Z,mordred_ATS2Z,mordred_ATS8se,mordred_ATS7se,mordred_ATSC7m,mordred_ATS6se,mordred_ATSC5m,mordred_ATSC6m,mordred_ATS0Z,mordred_ATSC7v,mordred_ATSC5v,mordred_ATSC8v,geom_phi_resonance,geom_pi_resonance,geom_sqrt2_resonance,geom_e_resonance,geom_geometric_complexity,geom_molecular_symmetry,geom_lipophilic_balance,geom_polar_surface_ratio,geom_harmonic_mean,geom_geometric_mean,geom_phi_pi_interaction,geom_sqrt2_e_interaction,feature_version,feature_date
CHEMBL674347,CCS(=O)(=O)c1ccc(OC)c(-c2ccc(CN3CCCC3)[nH]2)c1,CHEMBL21280,Ki,nM,251.19,Log Ki,,-6.6,6.599997654072044,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1386,476,6,12,13976.528630469496,13519.037645914028,16818.049411862397,15641.243709373568,18297.008337537736,18375.941485259682,17530.576963401083,19690.28524153913,19275.403308637553,20178.390209110144,20634.12792979253,18192.456258721082,19228.467019016683,14125.947550357498,13013.36127805381,4046.059229999999,4989.435379,10101.892011933342,6365.043282,6832.941445999999,6713.910071999999,7806.485848429576,6969.802705,7261.8332667,7212.359642,4809.279415,5478.063458,2279.5904874791668,1204.0,1455.0,1801.0,1900.0,2501.6856477218594,1890.0,1967.0,1950.0,667.6460420000001,790.358126,-491.5379383506945,861.7170060000001,224.53148641276027,44.51156446614587,1218.0,-363.45657206581177,-300.87318242307055,-881.0897102938334,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3297244,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cnc2ccccn12,CHEMBL3289987,Ki,nM,100.0,Ki,nM,100.0,7.0,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3687,1081,10,19,18734.783882968044,16648.66942199197,21445.25287240267,18126.966866446302,22039.919195551614,20554.78310273751,24748.89119473739,22596.443881312287,25692.72094742427,25904.614588865694,26782.724064417336,23831.93731777281,24465.809213147895,17578.263713298424,16462.99894173467,5476.101035999998,5578.039663999998,12831.383800679258,6352.853206000001,7473.204933999999,9340.886962000002,9528.458828078075,10127.602358,9209.433056973805,9804.30574,6173.152223000001,7232.636256000003,2610.828198844828,1581.0,1636.0,1867.0,2164.0,2876.490851090797,2629.0,2780.0,2620.0,849.1353240000001,968.960812,42.43749301753865,1031.787362,-669.9564904979193,-962.9014837250298,1560.0,-139.20103680116057,34.27019690750734,370.933210139458,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL670536,CCCN(CCc1cccs1)[C@@H]1CCc2ccc(OC)cc2C1,CHEMBL336295,Ki,nM,550.0,Ki,nM,550.0,6.259637310505756,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1269,458,6,12,19500.628465859867,17055.59616579872,21506.673774711042,20215.489360093685,23843.64340465034,21063.78620994169,25353.425635886248,21528.095638433733,21675.295426308185,21725.79542215472,21242.846345432747,19501.289632493346,19372.74316844418,14567.824842134618,13295.158523177783,4432.59885,5612.513303000001,10366.081321574395,5879.460829,5687.670825999999,5719.803859999999,8032.684882267324,5990.505586999999,7447.582474594301,6323.622258,4392.723798000001,4582.833083,2221.2924379200003,1362.0,1671.0,1730.0,1686.0,2755.7348685821667,1703.0,1739.0,1744.0,884.615804,980.131138,-454.81500466240004,1066.6698660000002,473.0069694112001,286.9480665568,1116.0,-391.84478031742947,140.4579380404427,-678.7815479000752,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3705383,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccccc1,CHEMBL3695370,Ki,nM,318.7,Ki,nM,318.7,6.496617936526268,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3730,1080,10,19,27264.502658128036,20519.073805395015,30340.05218534424,24162.514016799145,30950.5265292467,26813.183424718154,34276.64544139514,28606.266433490488,33695.35004525294,30686.08159861797,32032.615406143275,31259.529820884803,28178.492593692543,20690.391342543793,18474.461408737738,4765.5041329999995,5667.704769,13896.897948866803,6654.878931,7349.827171000001,7935.404826,11000.660140617965,8649.080212,10385.493887272802,8426.566961000002,4980.301792000002,5894.9448760000005,2228.100591058823,1466.0,1754.0,2018.0,2199.0,3580.7619998044092,2364.0,2511.0,2341.0,1183.7832200000003,1342.2741800000001,-287.01636489619386,1396.8162759999998,131.03930755363297,-573.851057650519,1270.0,-444.6420625462132,280.19183161222116,521.705301702919,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL839650,O=C(NC1CCN(Cc2ccccc2)C1)c1cccc(-c2ccccc2)c1,CHEMBL360394,Ki,nM,150.0,Ki,nM,150.0,6.823908740944319,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,2145,733,8,16,15281.585506462376,14850.263988153427,18727.724831749874,17553.232846117848,18252.91442278928,20108.551488463345,18290.01629752918,20821.32052563876,21228.63161838767,21157.85603210117,23124.802664550836,19768.63173363868,21562.826667378282,13944.944306062895,14798.095401142562,4159.113571,4823.46911,11613.434631733964,5584.112803,6148.387427,6042.693546000001,8089.0196061644765,6550.285932999999,7734.159233527999,6653.537659999998,4135.084539000001,4788.275358000001,1643.5130103529407,1199.0,1412.0,1607.0,1732.0,2716.033588418589,1724.0,1865.0,1813.0,698.4370919999999,855.908048,-120.04133739100338,861.7342119999998,-67.42378768512116,-394.55155051557085,1050.0,-158.05223320947152,28.40551915754668,179.40861821904048,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL673097,CCCN(CCC)C1CCc2ccc(O)cc2C1,CHEMBL285755,Ki,nM,142.0,Ki,nM,142.0,6.847711655616943,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,619,265,5,9,12440.558639719115,8109.782738364924,18540.268488850546,11728.616847037798,21968.026973496646,15056.254298859141,21288.269876622708,17183.961321540817,19792.799679094973,17752.531245194255,17628.381398404254,18161.19887911512,15249.969252472569,12734.327216609834,10454.206595229849,1733.3454719999995,2460.9013960000007,8013.06898894857,3280.528287999999,3918.161668,4326.643087,7048.342346658725,4698.375217999998,6406.359070260747,4354.279129000001,2785.791586,3167.5371389999987,1362.5856807906976,567.0,796.0,1048.0,1218.0,2223.202766422974,1309.0,1373.0,1230.0,539.2321440000002,786.3912640000002,238.2474441914551,947.5327199999999,-269.92233875283944,40.51606187993531,714.0,338.87490911807936,-653.573422743766,-140.65900048600693,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL897619,O=C(/C=C/c1ccccc1)NCCCCN1CCCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL401223,Ki,nM,161.0,Ki,nM,161.0,6.79317412396815,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,4751,1217,10,20,31443.584019259783,24600.71538789264,36864.68486355919,30499.315971023694,35276.428344405,34455.44816655596,34097.916135095395,33928.92328265489,33357.00588438235,32320.969223827535,32170.28188593353,29643.372133297707,27615.390418489857,20242.777062019955,19370.287066102104,5926.923206999997,7508.768095,15225.455794803047,8989.246436999996,9190.225723999994,8491.611219000002,11591.749637919715,8969.176863,10849.699112935705,8211.508911999998,5354.338267000001,6171.702338000001,2316.795632986111,1811.0,2287.0,2648.0,2649.0,3831.0834044125613,2490.0,2565.0,2286.0,1374.2905080000003,1638.579052,-364.24164973418175,1617.0045559999996,276.15908431886567,-533.4944619849537,1364.0,-610.8040777112177,498.3576873810869,316.70035986407635,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL1074771,CCO/N=C/c1cccc2c1CC[C@H]1[C@H]2c2cc(O)c(Cl)cc2CCN1C,CHEMBL604525,Ki,nM,217.0,Ki,nM,217.0,6.663540266151471,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1706,574,7,13,18736.777358731862,15926.753411930542,22343.189932379508,21801.27862229508,25707.071459215636,26371.18724489901,28926.914210222836,29970.17382793841,24963.56469561341,30574.968782927845,28857.00733896055,21287.052636946777,22537.73244929494,15081.485504035541,14734.01863148405,5154.880135,7138.233403999998,11517.846308043685,8499.825916000002,8990.316660999999,9178.853903,8373.959259628125,9687.493595000002,7954.866722129748,7655.997361,5360.242862000002,5187.6759950000005,2511.1834540000004,1537.0,2028.0,2409.0,2550.0,2750.67592000848,2584.0,2631.0,2050.0,871.8407420000001,1045.915096,-69.434488,1208.570018,219.64985100000004,-218.05723199999989,1332.0,-429.9167586493386,4.916878186299373,-1421.6822335917298,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5133886,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C3C=CC=C(NCCCCN4CCN(c5ccccc5OC)CC4)N3[B-](F)(F)[N+]1=C2,CHEMBL5197956,Ki,nM,309.0,Ki,nM,309.0,6.510041520575165,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,7503,1632,11,22,32115.02908989463,28771.514629456135,38046.59661135663,32389.735184600086,45261.39666846573,38279.39386146954,46921.042551523344,44074.4996091833,39126.89611315115,46701.72402176705,43237.89411364004,33518.206712567124,34749.8531280699,26164.01472478458,22958.56139515462,8672.815336672,9623.2597141936,17880.00485347018,12200.530474927999,15259.449266346279,16783.234773072,13904.886592229013,15523.586254511998,12802.427401778503,13484.80823227874,7530.09584559908,8155.273922368,3150.197848566755,2511.0,2799.0,3469.0,4219.0,4417.953442677423,4492.0,4098.0,3522.0,1461.98458,1708.5771740000002,-1045.443610220911,2036.360408,-433.01241315322744,-17.771164818802912,1864.0,-244.15653350838386,-916.8198883384571,-591.7636149648705,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5733628,Cn1c(SCCCN2C[C@@H]3CCN(c4c(F)cccc4F)[C@@H]3C2)nnc1-c1ccc(C(N)=O)nc1,CHEMBL5996474,Ki,nM,813.0,Ki,nM,813.0,6.089909454405932,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,4613,1213,10,20,20172.61570907409,19584.013909749014,21986.422898614957,20615.169708265334,27034.607178597944,24580.077661971663,27063.714624027034,27570.533615563712,28156.320802343675,28690.42270566021,29715.559636497906,25181.709216688232,26672.52781216545,18669.467179616913,17682.48705072947,7133.095520372798,7312.858112372802,13874.121979266114,8547.908215171197,9730.092476416,10379.82168401217,10414.410603167325,11373.938513436799,9913.924228676107,10575.296164340802,6868.8352242995425,7042.151688670403,2843.2710503362273,1994.0,2061.0,2450.0,2719.0,3045.3087525762503,2885.0,3088.0,2804.0,926.6492340000001,1006.3267780000002,238.61291130134725,1235.2172719999999,-516.1104684794926,-758.4197007675482,1716.0,-121.20541068132565,-588.431273597975,337.64039213064734,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL1286377,O=S(=O)(c1cccc2ccccc12)c1nn(Cc2ccccc2)c2ccc(N3CCNCC3)cc12,CHEMBL1278001,Ki,nM,605.0,Ki,nM,605.0,6.218244625347531,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3501,803,7,13,24479.866315368374,31462.827679095757,22588.627432836227,31901.96368178943,24542.75621115779,31905.02145776234,25209.747288596656,32233.481469552728,25357.537299735814,32769.86905650768,32669.433695247342,23942.24991349821,28580.34071347781,17323.670110968545,18925.92364425299,10408.523501000001,11404.689515999999,14669.466087767512,11569.855013,11913.321825999998,12237.701571000001,9681.293553195575,12108.171479999997,9485.139019875809,10664.27829,6390.3768500000015,7550.029388000003,2572.2671712459023,2923.0,3120.0,3145.0,3240.0,3172.9905785627648,3323.0,3258.0,2825.0,1217.69052,1130.8500239999998,-1198.8715560639605,1209.5833079999998,136.31258976081725,-19.212714514108633,1614.0,-608.1892000294332,534.1474519903459,-1347.9538986333434,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3270692,CCCN(CC[C@]1(O)C[C@@H](NC(=O)c2ccc3ccccc3c2)C1)[C@@H]1C[C@H]1c1ccc(Cl)cc1,CHEMBL3265067,Ki,nM,623.0,Ki,nM,623.0,6.205511953340831,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,4220,1155,10,20,28574.2281395503,25775.032612709216,30427.16468090107,27873.99614964283,28361.125437782703,28661.884482445315,30210.984962566145,28130.904801314526,30046.50779647819,29527.761896076147,31008.42125561912,27127.4711051618,27460.143747437523,18882.796942934394,19103.828783163284,7305.553469999999,7729.415235999999,14731.134575736434,8678.743430000002,8072.593287999999,8473.988941,10740.860968452118,9401.4588,10204.452760971353,9024.701912,6378.2202210000005,6384.797719,2981.6242206268657,2131.0,2284.0,2473.0,2323.0,3593.08310878884,2458.0,2657.0,2448.0,1301.188604,1397.4947419999999,-504.1884780966808,1320.272364,529.6708190358657,98.1370341256406,1592.0,-492.4798983476042,818.4579222552806,-73.8494178172331,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL2379237,COc1ccc2[nH]cc(C3CCN(CCCN4C(=O)CC(c5c[nH]c6ccccc56)C4=O)CC3)c2c1,CHEMBL2377443,Ki,nM,343.0,Ki,nM,343.0,6.464705879957229,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,4819,1274,10,20,24698.59394202967,23220.24546859819,26363.128516647765,25416.296686490048,30368.75409419835,27793.86932082935,33394.751232924296,31033.446076466233,31135.98720091742,33961.35172660882,34200.34518404533,28219.26068392122,30080.606067642675,20393.879721183195,19472.00900777254,6429.486140999999,7511.619935999998,14899.098996300138,8513.229564999998,9243.364797,9946.745742000003,10995.71530003347,10515.242623999999,10662.362882589603,9956.640467000001,5768.861756000002,6737.618745,2315.3741089411765,1916.0,2174.0,2446.0,2659.0,3465.783372102377,2853.0,2931.0,2689.0,1158.786996,1224.061208,-415.19438130103794,1394.456524,388.24007191349466,226.77665185121094,1464.0,-285.62948056128727,-204.84389142782103,-1219.4878799755966,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3707825,O=S(=O)(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1)c1ccc(F)cc1,CHEMBL3664883,Ki,nM,104.22,Ki,nM,104.22,6.982048931169258,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,4364,1189,10,20,27673.204000345446,21034.374701991474,28890.95137359311,24328.202307415144,29868.00329928229,26982.455311523812,34001.21660799461,29101.80461229064,34164.579155176325,31605.814071911984,32698.79603443169,30374.721294373154,28620.986089575035,20622.505239939175,18717.754435992043,5793.1925250959985,6402.9733762608,14163.215708452859,8029.694850215999,8978.869259592,9931.591900686402,10974.10481101032,10792.948633521597,10281.010643194102,10391.796558670401,6589.444284149771,7537.9399418352,3026.042135706221,1728.0,1936.0,2348.0,2621.0,3460.050489795827,2890.0,3037.0,2814.0,1218.874646,1303.156326,-307.6116613964757,1386.778262,58.74415143783898,-514.6338011074132,1660.0,-750.0976840697813,492.94234639797264,835.4487629408757,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5736223,COc1cc(CCCCCNCCC[C@H]2CCc3nc(N)sc3C2)ccc1O,CHEMBL5849711,Ki,nM,175.0,Ki,nM,175.0,6.756961951313706,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,2899,910,10,19,19841.51414045459,15401.943727152575,21632.60181713986,16532.03981773882,24372.09111889776,18324.823122419264,25888.606060088965,20555.202521674237,26808.98058973725,23335.744879970378,24712.686172982314,24890.046940706034,22773.24149280037,17698.86013219199,15659.327979084752,4162.965054999998,4429.088116000001,12102.636715066361,4656.662540999998,5263.799276,6350.190359999998,10003.710918015318,7379.703299,9266.183930990155,7830.8265310000015,5335.708523000002,5482.699804000002,2665.5306176721306,1255.0,1345.0,1440.0,1628.0,3189.069246177968,1910.0,2135.0,2152.0,875.8849100000001,953.0466420000001,57.649433507390384,1070.23631,-668.6930626589625,-227.00251411152928,1356.0,-18.83497678528738,-598.869950713881,42.54526758868828,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5739045,CC[C@@H](C)Oc1ccc2c(n1)CCN(CC[C@]1(F)CC[C@@H](NC(=O)Cc3nnc(C)s3)CC1)CC2,CHEMBL5856123,Ki,nM,610.0,Ki,nM,610.0,6.214670164989233,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,4728,1253,11,22,31944.624269614673,26725.287614086086,30572.234020672633,28446.092371743936,30657.23406604558,28232.587260180862,35347.893090219855,29115.6354043374,35806.69476892364,31540.534751892137,32695.753455421214,32529.81981826832,28209.46402974561,22475.668011034384,18969.491253442582,7592.4751171439975,8556.567592004798,14615.795396343845,8555.0067316336,8888.098262718404,9569.708438011203,12161.510687956563,10254.6299620592,11226.345809934604,10526.751928505602,6671.17674914977,6921.057823835202,3195.9033802522226,2255.0,2500.0,2483.0,2560.0,3714.425370695118,2805.0,2951.0,2844.0,1433.0209340000001,1407.2168319999998,-987.9249700538954,1407.6725359999998,981.027328010841,-580.1842847756483,1684.0,-932.7237872030275,1037.5339314769628,-541.4765755968888,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL865866,Cc1cn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c(=O)[nH]c1=O,CHEMBL201115,Ki,nM,320.0,Ki,nM,320.0,6.494850021680094,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,3828,958,9,17,27978.031450330644,19686.148662105516,33883.12571416031,24297.687837390542,28325.15980630692,26547.32490637427,27740.72633226716,26332.41497504607,33540.959353932296,27515.338181040202,28396.819905223616,26227.607938423982,24153.21615294589,20274.35903301418,16123.913381104136,5938.326618974399,7460.9391226095995,12704.76652614935,9355.294226528,9111.860961239998,8889.102591288,11070.92787471672,10051.970637372799,10043.3523179433,9834.20091695491,5977.238914449311,6133.762106505599,2547.303413969249,1769.0,2285.0,2612.0,2524.0,2989.8981061996915,2551.0,2780.0,2589.0,1227.306412,1525.7965399999998,-3050.336451826941,1324.6001039999999,617.3549861041761,-398.39008703254433,1488.0,-1082.3670706711634,-231.99529681103718,168.04607352844423,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL4269466,COc1cc2c(cc1O)CN(CCCCNC(=O)c1ccc(C(N)=O)cc1)CC2,CHEMBL4282887,Ki,nM,860.0,Ki,nM,860.0,6.0655015487564325,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,2914,906,10,19,18000.284169252915,14605.523423096238,19228.40122098347,16229.492740473821,20487.259238831364,17845.744353547518,24292.02915002536,20309.304687785767,24192.249572999575,23328.282436359135,24843.479247196046,21015.81263118213,21588.774699642716,15684.41441038289,14891.902164007297,4219.3475579999995,4860.3856000000005,11752.138565642848,5037.685241999998,5719.0172489999995,6977.153867999999,9157.777770274724,7982.204432,8584.479986566754,7270.476154,4813.704541000001,5192.478011000001,1992.519261982143,1240.0,1427.0,1484.0,1705.0,2777.7523515392177,2030.0,2224.0,1973.0,808.0200159999999,879.6758319999999,15.788812858737352,937.3455280000002,-300.49409134598204,13.563978718750077,1222.0,-454.0329593104443,-93.54072510106148,524.9454380247984,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL5351445,COc1ccc(CNC(=O)NCCCN2CCN(c3ccccc3OC)CC2)c(-c2ccccc2)c1,CHEMBL5439853,Ki,nM,160.0,Ki,nM,160.0,6.795880017344075,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,5238,1253,10,20,26601.56766742105,21844.608582398658,30111.00894609784,24842.52323797151,33169.91044084915,28936.166585010335,33645.2401003641,31747.28190271228,29957.396031321423,31964.533892719868,31337.86996804729,26937.244115796417,27047.998046261833,20641.758785697995,18963.13427008244,6411.9862809999995,7182.237404999999,15023.433974023856,8379.594927,9116.211017000001,9194.446098,11735.385908130465,9545.371766,11047.813333586206,8842.014599000002,5772.926012,6545.418723000001,2456.7977977777773,1884.0,2109.0,2464.0,2641.0,3672.178687073133,2650.0,2678.0,2427.0,1198.0417800000002,1350.076788,287.17236672839505,1514.43438,-25.69631246913575,-297.6120595432098,1468.0,56.114714496548935,-282.1629212493204,526.5768756252909,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL672310,COc1ccc(SC)cc1C(=O)NC[C@@H]1CCCN1CCc1ccccc1,CHEMBL356945,Ki,nM,460.0,Ki,nM l-1,460.0,6.337242168318426,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,2115,669,8,15,20882.489335923496,19641.51647470468,19577.597654150442,20845.270291998797,21564.830842309297,20896.915314147416,24605.232451812753,21490.119708150443,22422.145320072956,22534.932373024414,23296.427521635072,20447.973288133984,21077.020082326715,15569.222339383026,14750.39186416767,5674.784696999999,5953.146017,11703.903819690027,6529.498362999999,7121.357554,6994.792592,8867.882595084073,7324.205483999999,8252.6779419656,7047.456807999998,5134.432154000003,5269.856403000002,2445.8962731999995,1665.0,1768.0,1864.0,2024.0,2949.3093710953012,2014.0,2067.0,1941.0,961.8768399999999,942.2409739999999,-1699.15039476,997.1651679999999,1094.4515303999995,163.21168548,1302.0,-1273.7559230316851,561.1410341211454,-838.1307041128196,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL863653,CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(C)c(C)c1,CHEMBL212444,Ki,nM,137.0,Ki,nM,137.0,6.863279432843593,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1925,647,8,15,19311.416181318575,16918.615219248768,20866.974685271914,18107.494127569276,21755.730251652873,19412.564647128325,25406.026566052056,21102.73429058457,22861.73205120452,22463.445554471087,22778.34116341748,19766.10017482219,19696.796832208358,15764.303645362188,13833.693453319149,4266.473289999996,4980.483337999999,10953.847250653063,5514.113372999999,5836.158870999998,6100.657675999998,8870.787271611473,6745.502473999999,8267.129754481199,6319.783244999998,4098.748530000001,4721.893196000002,1797.9418573333332,1299.0,1484.0,1615.0,1715.0,2755.078347334279,1805.0,1913.0,1737.0,878.449232,945.2284960000002,-474.56725866666676,983.5014919999999,389.1595144197529,-107.39285917283948,1044.0,-186.16335330071428,408.6642673645108,-755.4224803948613,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL3855278,CC(=O)c1ccc(-c2nnc(SCCCN3CC[C@]4(C[C@@H]4c4ccc(C(F)(F)F)cc4)C3)n2C)cc1,CHEMBL3979523,Ki,nM,446.68,pKi,,6.35,6.350003492533959,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,5259,1349,11,22,21410.939788248867,21972.127711179655,22240.691821978387,22401.65649224509,25854.486437598734,24275.303649845962,27083.882818627666,26942.02291631475,30016.059465817612,29667.59615652296,31149.895129758035,24319.457400116495,27904.868847062782,19378.7963135576,18856.367112685803,7951.3089105648,8210.927834288,14653.941659393056,7934.462808505599,8628.214067059198,9699.8449955648,10834.462746895822,10944.6048900112,10106.1342927151,11056.15901895491,7076.010892449311,7146.6880135056,3001.7847840496934,2209.0,2270.0,2262.0,2456.0,3307.7121902139615,2761.0,2992.0,2905.0,1000.8616400000001,1033.125374,325.4402259524948,1170.928696,-261.8590203141678,369.44035647004324,1760.0,2.9689058670207187,-489.7877041736065,18.927092520610156,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
CHEMBL651364,O[C@H](CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,CHEMBL339033,Ki,nM,403.0,Ki,nM,403.0,6.394694953858891,Moderate,v2.0_streamlined,CHEMBL217,Dopamine D2 Receptor,2025-09-18,,,,,,,,,,,,,,,,,,,,,,,,1669,638,8,16,13009.160173364584,12086.596686691206,16412.701011822068,12940.872981446748,19044.023440807658,14947.257372239117,21514.07779084851,17115.318985700324,21241.988656535672,18845.437824868673,20330.13213746965,20062.851033594077,18245.110763196895,14048.318710049592,12641.865608840777,3413.5675826863994,3683.3588781119997,9916.208301891143,4222.323531057599,4504.307762835199,5097.0165506864,7969.841848364476,6139.778001521599,7394.508464627851,6026.7590496704,3970.8993071497703,4369.074377835199,1710.1254903863498,1000.0,1089.0,1241.0,1352.0,2425.4723818851585,1523.0,1752.0,1653.0,596.86646,728.70796,32.788626504264386,842.223708,118.2815803077101,435.5087043626341,1000.0,434.2746037519471,78.09717765318798,-135.3740724521357,,,,,,,,,,,,,v2.0_comprehensive,2025-09-18
